Pos;Solution;Nombre_noeuds;Temps
GGGBXGYYGYYRWXYOOYGGRRXBRBBWWWRXWRBBOOORXOWRBBWWYXOYGO;(down,4,-1),(down,3,-1),(up,4,-1),(up,3,1),(up,1,-1),(up,3,-1),;72.0;101.09086489677429
GOOBXRYGWYYRYXYYGYGOGRXYRBBRBGGXGRRWWWOWXOOOOBWWRXWBBB;(up,2,1),(up,4,-1),(down,1,1),(up,3,1),(up,1,-1),(up,3,-1),;72.0;98.32902073860168
ORWGXWRRWGWGGXOBYYYYGGXGRORROORXRWWWGWYBXYOYYBBBBXBOOB;(up,1,1),(down,1,-1),(up,2,1),(down,2,-1),(up,3,1),(down,4,1),(up,3,-1),;86.0;121.44934391975403
OOOYXYYGGGRRGXRYGRGORBXWBWWWOGBXGBYWWWYWXYOOOYRRRXBBBB;(up,4,1),(up,3,1),(up,1,-1),(down,1,1),(down,2,-1),;58.0;84.32948589324951
GWWGXOGGGYYYWXYBGYRRRRXORRWWBOWXGBYOGBOWXRBYYBBROXBOOW;;-1.0;1331.4021892547607
GROGXOGWRYYYOXBOOBRBWYXWYWWGGGGXRBBBWYOGXBWWBRRRYXRYOO;(down,1,1),(down,3,-1),(down,4,-1),(up,2,-1),(up,4,1),(up,3,-1),;72.0;103.79513740539551
GYGOXGGGGYBYYXRBWBRRRBXGYYBWYWOXWRROOBOOXOBGYRRWBXWOWW;(down,2,-1),(up,3,-1),(up,4,-1),(down,4,1),(down,1,1),(down,2,1),(down,4,-1),(down,4,1),(up,4,-1),(down,3,1),(down,1,-1),(up,4,1),;926.0;1281.7168264389038
OOGOXRRWWGGGRXBYWBYGGYXRYGBRBWYXWRRWOYYOXGOOORYWBXWBBB;(up,2,1),(up,3,-1),(up,4,-1),(down,2,-1),(up,1,1),;58.0;81.70811796188354
OBGOXWYYWGGRYXGOOYGGGWXGRRRRRWRXBWYBOOYWXRWWBBBBYXBYOO;(down,3,-1),(down,2,-1),(down,4,-1),(up,1,-1),(up,2,1),;58.0;84.08107924461365
YWGYXRRRWOOGOXGYYYYYGYXGRBBRBWRXOROOOGGBXGBWOBWWBXWBRW;(down,3,1),(down,2,1),(up,1,1),(up,2,1),(up,4,-1),;58.0;82.95500922203064
YYGYXWGBWOOYOXBYWBRRGYXGYYBRRWRXGRBBOGGWXGWWORRWBXOBOO;(down,2,1),(up,3,-1),(down,3,-1),(up,2,-1),(up,4,-1),(up,2,-1),;142.0;183.9096703529358
GWWBXWYYGYYRYXYYGYGGRRXBROBWOORXBRRBGGOWXOWOOBBWRXWBGO;(up,4,-1),(down,3,-1),(down,1,-1),(up,3,1),(up,1,-1),(up,3,-1),;72.0;103.44151258468628
OOGGXWRRWGWGGXOYWYYYGGXYRRBRRWBXWRGWOYYOXYOOOBBWBXRBBB;(up,3,-1),(up,4,-1),(up,3,1),(up,1,1),(up,2,1),(down,2,-1),;72.0;100.00250816345215
GOOGXRGWRYYYOXBOOBRBWYXGYYWGGGOXGBBWWWOWXBOWBRRRYXRYRB;(up,2,-1),(down,1,1),(down,4,-1),(up,3,-1),(up,4,1),;58.0;84.15953636169434
OOOWXRGGWGOYGXYYYYROGRXGRBBRBGRXORWOWYYBXYBWOBWWBXGBRW;(down,3,1),(up,2,1),(up,4,-1),(down,2,-1),(down,1,1),;58.0;82.5315272808075
GGWGXBGGGYYYGXBYBBRRRYXOYRRWWOWXWWROGOORXWBYORBBOXYBOW;(up,4,1),(up,3,-1),(down,3,-1),(up,4,-1),(down,2,1),(down,1,-1),(down,2,-1),(down,3,-1),;100.0;139.6340491771698
YOOYXGGWWOOYOXBYGBRGGYXWYYWRYGBXWBBWWWGRXGOOORRRRXRBBB;(down,1,1),(down,2,1),(up,3,-1),(up,4,1),(up,2,1),;58.0;83.35499668121338
OYGOXRRRRGGGWXGBBYYYWYXBRBBGGWRXWRWWOBYOXROYYBWWOXGOOB;(down,2,-1),(down,4,1),(up,4,-1),(up,1,1),(up,2,-1),;58.0;83.83799576759338
GOOGXOGGGYYYWXBBWBRRRYXWYYWWGGBXRBBBWWOBXRWYYRRRGXOOOO;(down,4,1),(down,3,-1),(down,1,1),(up,3,-1),(up,4,1),;58.0;81.30255126953125
YROYXOYYGOORWXRYGRGGRBXRBBRWGGWXOWWOWYGBXOBBOYYBRXGBWW;(up,3,1),(down,2,1),(up,1,-1),(down,3,1),(down,1,1),;58.0;83.60900568962097
GYWYXWYRRYRROXROGRGWWBXWBYRGOOGXOWWWGGOGXBOBBYOBRXBYYB;(up,3,1),(down,4,-1),(down,1,-1),(up,2,-1),(up,1,-1),;58.0;82.77800559997559
GWWGXWGGGYYYWXYOBBRRROXBYYBWRORXORYOGGOGXOBBBRRWOXBYWW;(down,1,-1),(up,3,-1),(down,3,-1),(up,4,-1),(down,4,-1),(down,3,-1),;72.0;102.34891390800476
OOGRXBGRRGGYGXBYGBRWWYXWYYWGWWGXOBBOOYYBXYBWORRROXRBOW;(up,3,-1),(up,2,-1),(down,2,-1),(down,3,-1),(down,1,-1),(up,2,-1),(down,3,1),(up,4,1),(up,2,1),(down,3,1),(up,2,1),(down,1,1),(up,4,-1),(up,2,1),(up,4,1),(up,2,1),;492.0;683.3169493675232
YGGRXGRYGOBGOXGBBBYBRYXRYYRWWWWXYWOOORGOXGBBYRRBOXWOWW;(down,3,1),(down,2,1),(down,4,1),(up,1,1),(up,3,-1),;58.0;81.73013353347778
YWWYXWRRGOOGOXGOGYYYRYXWRWWWOOBXRBBWGGGGXBOBBBRROXRYYB;(up,4,1),(down,4,-1),(down,1,-1),(down,2,1),(up,1,1),;58.0;84.4431414604187
OOWBXWGGGGYYGXYBBYRRRRXWRWWWOOBXGBBWGYYYXWOOYBRROXROGB;(down,2,1),(down,4,1),(down,1,-1),(down,2,1),(up,4,1),;58.0;80.2956223487854
YGWGXWRRGOWGOXBYYRYYRWXBBBBWOORXYRRWGRGOXGOOOYYWGXWBBB;(up,3,1),(up,4,-1),(down,2,-1),(down,1,-1),(down,2,-1),(up,1,1),;72.0;104.21935844421387
GGGRXGYYGYBROXROORGGRGXYBBBWWWBXYROOOOORXBBWBYWWYXWYRW;(down,3,1),(down,4,-1),(up,1,-1),(up,4,-1),(up,3,1),;58.0;81.38318729400635
GOOYXOYYGYRROXROOYGGRGXBRBBWGGRXGRRWWWOWXBOBBBWWYXWYYB;(up,4,-1),(down,4,-1),(up,1,-1),(down,1,1),;44.0;62.992591381073
GOOYXOYYGYRRBXRBBYGGRGXBRWBWGGRXGRROWYOWXYBBYBOWOXWOWW;(up,1,-1),(up,4,-1),(down,1,1),(down,3,1),(down,4,1),;58.0;83.04500198364258
OYOYXOYOWGRRGXGBBYGWGWXGRRRRGGRXWWWWWBYRXYOYYBBBOXBOOB;(up,1,-1),(down,2,-1),(down,1,1),(up,2,1),(down,4,1),;58.0;83.30641889572144
GRWGXORBWYWGYXGYRRYRGYXGBBRRBORXOWOOGWOGXOBBOYYBYXWBWW;(down,1,-1),(down,3,1),(up,1,1),(up,2,1),(up,3,1),;58.0;85.22467350959778
GBOGXWYOWYYROXBBBBGWGYXGYYRRRGRXGWWWWROWXGOYYRRBOXBOOB;;-1.0;1354.5179104804993
GGGYXGYORYRRBXRBBYGYWGXWRWWGYWGXBBBBOOOWXYWWYBRROXROOO;(up,2,-1),(up,1,-1),(up,4,1),(down,3,-1),(down,4,1),;58.0;82.22927522659302
GOOBXOYRRYYRRXRBBBGWWGXWYYRGGGGXGWWWWWOYXBOYYRRBOXBOOB;(down,4,1),(down,1,1),(up,2,-1),(up,1,-1),(up,3,-1),;58.0;83.76899671554565
YYGYXWGWWORYOXRBWRRGGBXGBBRRRWRXOWOOOGGBXGBYYYYBBXWOOW;(up,2,1),(down,2,1),(down,4,1),(up,3,1),(down,3,1),;58.0;83.29999995231628
GWWRXWRRGYGGRXGOOYYYRYXWRWWWOOBXOBGOGGOBXBBBBBRRYXOYYW;(down,4,-1),(down,3,1),(down,1,-1),(up,1,1),(up,4,1),;58.0;83.49603128433228
GOOGXOGGGYYYBXBBRRRRRWXBBOBWGGRXYRWOWWOOXYBWYYBWYXGORW;(up,3,1),(down,3,1),(up,4,-1),(down,4,1),(down,1,1),;58.0;82.61704969406128
GBOYXOYYGYRRBXBBBBGGRWXRYRRWGGWXGWOOWOOWXYBYYRGBRXWOOW;(up,3,-1),(up,1,-1),(down,4,1),(down,1,1),(down,3,1),;58.0;84.05439138412476
GROYXOYYWYRRBXWBBYGGGOXBRBBRGGRXGRGWWWOWXYOYYBWWOXROOB;(down,4,1),(up,4,-1),(down,1,-1),(up,1,-1),(up,2,1),(down,1,-1),;142.0;182.67952942848206
YOOYXGGGGOOYYXWBBRRRRRXWBBWWYGBXGBBWWWGWXROOYYYROXROGB;(down,1,1),(down,4,1),(down,2,1),(up,3,1),(up,4,1),;58.0;84.13106036186218
GWWRXWRRGYGGWXGOOYYYRYXBRBBWOORXORGOGGOBXRBBBBWWYXOYYW;(down,4,-1),(down,3,1),(up,4,-1),(down,1,-1),(up,1,1),;58.0;83.81899762153625
OOGWXGRGGGRGYXGYGRYORYXWBBWWWWBXOBOOOYYBXRBROYYRRXWBBW;(up,1,-1),(down,2,-1),(up,3,1),(up,1,-1),(down,3,1),(up,4,1),;72.0;107.01204657554626
YROYXRRRROOGBXGBBYYYWYXGRRRGGGOXGWWWWWGWXYOWYBBBOXBOOB;(down,4,1),(down,2,1),(up,1,1),(up,2,-1),(down,1,1),;58.0;82.04900598526001
YYOYXOGGGOOYBXBYBBRRRYXRYOBWGGYXGRRBWGGWXWWWORBWRXWBOO;(up,4,-1),(up,3,-1),(down,2,1),(down,1,1),(down,3,-1),;58.0;84.7985770702362
GOOWXOGGRYRYYXROORRRWBXWBORGGGGXGWWWWWOYXROBBYBBYXBYYB;(down,4,1),(up,3,1),(down,4,1),(down,1,1),(up,1,1),(up,2,-1),(up,1,-1),;86.0;119.65685868263245
GOOWXOYYGYRROXROORGGRGXWBBWWGGBXGBBWWWOWXBOYBYYRYXRYRB;(down,1,1),(down,4,-1),(up,1,-1),(up,3,1),(up,4,1),;58.0;83.77121901512146
YWGYXWRRWOOGOXRYYRYYGBXGBBRRRWRXBWBBOGGWXGWWOYYBGXOBOO;(down,3,-1),(up,3,1),(down,2,1),(up,1,1),(up,2,1),;58.0;83.1080973148346
GWWYXWYYGYRROXROOYGGRGXWRWWWOOBXOBBWGGOGXBOBBBRRYXRYYB;(down,1,-1),(down,4,-1),(up,1,-1),(up,4,1),;44.0;62.488566398620605
OBWGXRGRRGWYGXYOOYRWWRXORRRGGOWXBWYBGOYWXYWOBBBBYXBYGO;(down,3,-1),(down,2,-1),(down,4,-1),(up,2,-1),(down,1,-1),;58.0;81.7106101512909
GWWRXWRRGYGGGXRBBRYYRBXWBWWWOOBXOBYWGGOGXYOYYYRROXBOOB;(down,1,-1),(up,4,1),(down,4,1),(up,3,1),(up,1,1),;58.0;83.49714040756226
GOOBXOYWWYYRYXRYBBGGGGXYYBBRGGGXYRRWWWORXOOOORWWRXWBBB;(down,1,1),(up,2,1),(up,1,-1),(up,4,-1),(up,3,-1),;58.0;82.43458342552185
OOWGXOGGGGWYBXYYBBRRRRXOYWWWBOWXOBYOGYYGXYBBORRRRXGBWW;(down,2,-1),(down,1,-1),(up,4,1),(down,3,1),(up,1,-1),(up,3,-1),(up,1,1),;86.0;121.61663961410522
GOWRXWRRGYGGOXRYYRYYRBXRBBRWOOWXOWWBGYOGXBWGOYYBGXBBWO;(up,3,1),(up,1,1),(down,1,1),(down,3,-1),(down,1,1),(down,4,-1),(down,3,-1),(down,4,1),(down,3,1),;324.0;400.2621657848358
OOWYXGYRRGRROXGOGYGWWWXORRRGYOWXOWWWGYYGXBOBBBBBRXBYYB;(up,2,-1),(down,4,-1),(down,2,-1),(down,1,-1),(up,1,1),(up,2,-1),(up,1,1),(up,2,1),;100.0;133.2260286808014
YOOOXOGGGOGYGXYYYYRRRRXWRWWWBGBXYBBWWWGOXYOGOBRRBXRBWB;(up,4,1),(down,1,1),(down,4,1),(down,2,-1),(down,4,-1),(down,1,1),(down,2,-1),(down,1,-1),;521.0;649.6270999908447
YYOWXORRRORGRXOOOYYYWBXORRRGGGWXGWWWWGGWXGOBBBBBYXBYYB;(up,1,1),(down,2,1),(down,4,-1),(down,1,-1),(up,2,-1),(down,1,-1),;72.0;102.06264734268188
GWWRXWRRGYGGBXOBBBYYRBXWYWWWOOBXOBYWGGOGXYOYYRRRRXGOOB;(up,4,1),(up,3,-1),(down,4,1),(down,1,-1),(up,1,1),;58.0;83.45479655265808
YYOYXOYYGORRWXRBBYGBRGXWRWWWGGGXRBWWWGGBXOOYYBRROXBOOB;(up,1,-1),(down,2,1),(down,4,1),(down,3,-1),(up,4,1),(down,3,1),(down,1,1),;156.0;209.46778297424316
YYWOXWGGGOBYGXBOOBRRRYXWYYWWOOBXOBBWGGGGXWOWBRRRYXRYRB;(down,2,1),(down,1,-1),(down,4,-1),(up,3,-1),(up,4,1),;58.0;84.87814331054688
YYGYXBGWWOOYOXYYYYRGGRXBRRBRWWRXOROOOGGBXGBWOBGWBXWBRW;(down,2,1),(down,3,1),(up,4,1),(up,2,1),(up,4,1),;58.0;78.86310148239136
GOORXORWGYGGBXGBBBYGRYXBYYBWGGRXBRRBWWOWXYWYYRRWOXWOOO;(up,1,1),(up,3,-1),(up,4,-1),(down,4,1),(down,3,-1),(down,1,1),;72.0;102.78917169570923
OOOOXYGGGGGYGXRBBRRRRBXRBBBWOGYXGRRWWWYWXYOBYYWWOXWOYB;(down,1,1),(up,4,-1),(down,4,1),(down,2,-1),(up,3,-1),(up,1,-1),(up,3,-1),(up,1,1),;100.0;134.00889563560486
YYGYXGYBGOOROXBORBGORYXWYRWWWWBXWBBWOGGOXGOYBRGRWXRYRB;(up,3,-1),(up,4,1),(up,1,-1),(down,2,1),(up,3,-1),(down,4,-1),(up,3,1),;86.0;115.4878613948822
YYOYXWGGWOOYOXYYYYROGRXBRWBRRGRXGRGOWGGWXBBBOBOWBXRBWW;(up,4,-1),(up,2,1),(down,2,1),(down,1,1),(down,3,1),;58.0;82.41857624053955
OGWOXWYYRGGRYXRYRRGGWBXWBBRGOOGXYWWWGRYOXROOOYYBWXBBBB;(down,1,-1),(down,2,-1),(up,3,1),(up,1,-1),(up,2,-1),;58.0;83.88714098930359
OBGRXGRRGGGGBXOBYYYYRGXRRRRWWWWXBWOOOOYYXWBYYBBBGXWOOW;(up,1,1),(down,4,-1),(down,2,-1),(down,3,1),(down,4,-1),;58.0;80.49526572227478
GOOGXOGBRYYYBXOBWBRRWBXWYYBGGGGXRRRWWWOGXYOYYRRWBXWOOB;(down,1,1),(up,2,-1),(up,3,-1),(up,4,-1),(down,4,1),;58.0;84.37911200523376
YRGRXYRWROGGBXGBBYYGWYXORRRGOWWXWWWWOYGRXYOOYBBBOXBOGB;(down,4,1),(up,1,-1),(down,2,1),(up,1,-1),(up,2,1),(down,1,1),(up,2,1),(down,2,1),(down,1,-1),(down,2,1),(up,1,-1),(down,2,-1),(up,1,1),(down,2,-1),;184.0;245.80500388145447
OOGOXRGRRGGYBXBBBBRWWYXWYYBGBWGXWRGWOYYOXWOGYRRWOXROYB;(down,4,1),(down,2,-1),(up,3,-1),(up,2,1),(up,4,-1),(up,2,1),;72.0;102.54127502441406
YWWYXRGWROOYOXRYRRRBWBXOBWWGGOWXGBYWGGGYXGOOOYRRYXBBBB;(up,2,-1),(up,4,1),(up,3,1),(down,1,-1),(down,2,1),;58.0;91.52768635749817
GGGGXWRRWYWGYXOYBBYYGBXGYGRRRWRXBWWWOOOYXOOWORYBRXBBOB;(up,3,-1),(up,1,1),(up,2,1),(down,4,1),(down,3,1),(down,4,-1),(down,3,-1),;86.0;117.10845446586609
OBOOXYGGGGGYBXYBWYRRRRXORWWWOGWXGBYWWRYWXYOOYBRRBXGOBB;(down,1,1),(down,3,-1),(up,4,1),(down,4,1),(down,3,1),(down,2,-1),;72.0;102.91607069969177
OWORXYRRGGGGOXOOYYYYRGXRRRRWOGWXGWYBWBYWXBWWBBBBGXBYOO;(up,1,1),(down,1,1),(down,3,-1),(down,4,-1),(down,2,-1),;58.0;82.9093177318573
GGGRXGRRGYGGBXWOYRYYRRXOBYWWWWWXOBBOOOOBXWBBBYORGXRYYW;(up,3,1),(up,4,1),(down,4,-1),(down,3,1),(up,1,1),;58.0;84.04909682273865
YOOYXRRWWOOGOXBYBBYGGYXRYGRRGGYXWWWWWWGRXGOOORYBRXBBBB;(down,1,1),(down,2,1),(up,2,1),(up,3,-1),(up,1,1),;58.0;80.77168560028076
OOWGXBRRRGWGRXGYBBYWWYXOYYRGYOWXOWWWGYYGXGOOORRBRXBBBB;(down,2,-1),(up,2,-1),(down,1,-1),(up,1,1),(up,3,-1),;58.0;83.5526020526886
YYOBXOGRROYYWXYBBYRWWRXWRRRGGGGXYWGOWGGOXOBBYBBBOXROWW;(down,2,1),(down,3,1),(down,4,1),(down,1,1),(up,2,-1),;58.0;82.3646252155304
OOWGXRGYRGWYGXRYRRRBWBXOBBBGGOWXORRWGYYGXYOOOYWWYXWBBB;(down,2,-1),(up,2,-1),(down,1,-1),(up,4,-1),(up,3,1),;58.0;83.38467693328857
OBOOXYGGGGGYWXRYYRRRRBXYBBBWRGBXGRRWWOYWXOOYOYWWGXWBOB;(up,4,-1),(up,3,1),(down,2,1),(down,1,1),(up,1,1),(down,2,1),(up,1,-1),(down,4,1),(down,2,1),(down,4,-1),(down,2,-1),;282.0;364.1672992706299
GGGGXWGWWYYYBXWBRRRGGOXBBBBRRWRXYRBBOOOOXYWRYYWWYXOOGO;(down,3,1),(up,4,-1),(up,2,1),(up,3,1),(down,4,1),(up,4,-1),(down,3,1),(up,4,1),;100.0;138.52468037605286
GWOGXOGRRYYYOXBOOBRWWYXWYYRGGGGXWWGWWBOOXBORBRRBYXRYBB;(down,3,1),(down,1,1),(up,2,-1),(down,3,-1),(down,4,-1),(up,3,-1),;72.0;99.36763072013855
GOOGXOGGGYYYYXRBWRRRRBXBBWWWGGOXBBYBWWOWXRWYYYRRGXBOOO;(up,4,1),(down,4,1),(up,3,1),(down,3,-1),(down,1,1),;58.0;82.70406985282898
GWWGXOGWWYYYBXYBBYRBGRXGRWWRBORXOBRBGGOGXYWYYBORRXWOOO;;-1.0;1278.4704937934875
GGGGXBRRWYWGYXGYRRYWGYXGBBWRWWRXRBBBOOOBXOWWOYYRYXOBOO;(down,3,-1),(up,1,1),(up,2,1),(up,3,1),(up,4,1),;58.0;80.72710943222046
GOOYXWYGWYRRYXBYBBGOGYXYYRRRRGGXOWWOWWOBXOBBORGBRXGBWW;(up,3,-1),(up,2,1),(up,1,-1),(down,3,1),(down,1,1),;58.0;83.66209983825684
OOGOXRGWRGGYGXWYRRRBWRXWBBWGGWGXRBBBOYYBXYWWOYYRYXOBOO;(down,2,-1),(down,3,-1),(up,2,-1),(up,3,1),(up,4,1),;58.0;83.4461555480957
YGOYXORRGOOGWXBYBBYYRYXWYWWWGGBXGBYWWRGWXOOOORRRRXGBBB;(down,2,1),(down,1,1),(up,4,1),(up,3,-1),(up,1,1),;58.0;84.39509510993958
GWWBXWYYGYYRYXRYRBGGRGXWYYWWOOBXRBBBGGOBXOWOORRRWXOBGO;(down,3,-1),(down,1,-1),(up,1,-1),(up,3,-1),(up,4,1),;58.0;84.53462862968445
YYGRXGRBGOGGOXYOGRYRROXRBBRWWWWXBWRBOGGWXBWWBYYBOXYYOO;(up,1,1),(down,3,-1),(down,4,-1),(down,2,1),(up,3,1),;58.0;82.82471752166748
GGGRXGRWGYGGOXGORRYBRYXBBYBWWWRXWRYBOOORXBWWBYOWYXBYOO;(down,3,-1),(up,1,1),(up,3,1),(down,4,-1),(up,4,-1),;58.0;82.36322212219238
GOORXORRRYGGYXBYBBYWWYXWYGRGGGGXBWBBWWOWXOWYORYBRXOBRO;(up,3,-1),(down,3,-1),(down,1,1),(up,2,-1),(up,1,1),;58.0;82.21012377738953
YYGYXYYGGORRBXRBWRGRRBXRBWRWOWWXBWBBOGGWXYWOYYOBGXOOGO;(up,3,1),(down,4,1),(down,3,-1),(up,2,-1),(up,1,-1),(down,2,1),(up,2,1),;86.0;123.38209652900696
OOGWXGRRWGRGOXBYBBYYGYXGYGRRWWRXBWBBOYYWXGWWORYBRXOBOO;(down,3,-1),(up,3,-1),(down,2,-1),(up,1,1),(down,1,-1),(up,2,1),(down,1,1),;156.0;197.60504961013794
YYGOXWGWWOBYOXYOOYRGGRXGRWWROWRXBBBOOGGYXGBBBBRRYXRYWW;(up,2,1),(up,4,1),(down,2,1),(down,3,1),(down,4,-1),;58.0;83.51851010322571
OWWRXBRRGGGGGXBYBBYYRYXRYORWWOWXYWBBGGYOXYWWORGBRXOBOO;(down,1,-1),(down,3,-1),(up,3,-1),(up,1,1),(down,2,-1),;58.0;83.42000126838684
OYOOXORRGGBGRXGBWYYYRYXRRRRWGGWXGWOOWBYWXGBYYBBBBXWOOW;(down,2,-1),(down,4,1),(down,1,1),(down,3,1),(up,1,1),;58.0;81.54452252388
OYOWXOGGGGOYGXRBRRRRRBXWBWWWGGBXGBBWWBYWXYOYYYRRYXOOOB;(down,2,-1),(down,1,1),(up,4,1),(up,3,1),(down,4,1),;58.0;82.85961866378784
YWWRXWRRGOGGRXBBBBYYRYXRYYRWOOWXGWWWGGGYXBOOYROBOXBOGB;(down,4,1),(up,3,-1),(up,1,1),(down,1,-1),(down,2,1),;58.0;81.29707646369934
OYGOXYGWWGBYWXYOGYRGGRXWRRWROWBXWBBWOGYOXROBBBGROXRYYB;;-1.0;1346.995078086853
OGWOXBGRRGGYGXYYYYRWWRXBRGWGWOOXYBBBGRYOXYWWOBWRBXRBOO;(up,4,1),(down,1,-1),(up,2,-1),(down,2,-1),(down,3,-1),;58.0;82.96907997131348
GWWGXRGBRYYYYXBYOBRRWYXBYYBGGOOXORROGGOGXOBBORRWWXWBWW;(up,2,-1),(down,1,-1),(up,3,-1),(up,4,-1),(down,3,1),;58.0;83.04208326339722
YYGGXWRRWOWGBXROOYYYGBXGRORRRWRXWWWWOGGOXYOOBBBBYXBYGB;(down,4,1),(up,1,1),(up,2,1),(down,2,-1),(down,2,-1),(up,3,1),(down,4,1),(up,3,-1),;170.0;215.99938869476318
OOGOXGYYGGGRYXRYGRGGRBXYBOBWWWBXBRRBOYYWXRWWOYBWRXWBOO;(down,2,-1),(up,4,-1),(up,3,1),(up,1,-1),(down,3,-1),;58.0;84.1615993976593
YGGYXBRWROOGOXGYBBYBWYXWYWWGYWGXWBRWORGOXGOOORRRRXYBBB;(down,2,1),(up,2,-1),(up,1,1),(up,4,1),(up,3,-1),;58.0;83.78317332267761
GWWRXWROWYGGOXGOOBYWGYXYYYRRROBXOWWWGGOGXBORBRRBYXBYBB;(up,2,1),(down,1,-1),(down,4,-1),(up,1,1),(up,3,-1),;58.0;82.88867211341858
GOWGXRGRRYYYYXBYWBRWWYXWYRWGBOGXOBROGWOGXOBOORGRBXYBBW;(down,1,-1),(up,4,1),(up,3,-1),(up,4,1),(up,4,1),(up,2,1),(up,4,1),(up,2,1),(down,3,1),(up,4,-1),(down,3,1),(up,4,1),(down,3,-1),;660.0;840.5084538459778
OYWGXWYYGGWRYXOBBBGGRBXRYRRWOOWXOWWWGBYGXROYYRGBRXBOOB;(up,3,-1),(down,2,-1),(up,1,-1),(down,1,-1),(down,4,1),;58.0;82.45600509643555
YWWOXRGGGOBYWXYBGYRRRRXRRBRWBOWXGWWBGGGYXOWYYBYBOXBOOO;(down,1,-1),(down,4,-1),(down,2,1),(down,3,-1),(down,4,-1),(up,4,1),(up,3,-1),(up,4,-1),(up,3,1),;114.0;148.7575089931488
GGGRXGRBRYGGBXGBOYYOWYXWRWWGWWBXYBBBOOORXYWYYBRRWXROOO;;-1.0;1263.8366644382477
OWWOXWRBGGGGRXYOYBYRROXRYYRWOOWXOWWWGGYBXGOBBRRBGXBYYB;(down,1,-1),(down,2,-1),(up,3,1),(up,1,1),(up,3,1),(down,4,-1),;72.0;101.12592554092407
GOORXORWWYGGYXBYOYYGGYXBRGRRGGRXWWWWWWORXROOOBYBYXBBBB;(down,1,1),(up,2,1),(up,3,-1),(up,1,1),(down,4,1),(up,3,1),(down,4,-1),;86.0;120.06314325332642
GOOGXORBWYWGBXOBYBYRGBXGYYRRGGRXWWWWWWORXYOYYRRBGXBOOB;(up,3,1),(up,1,1),(up,3,1),(down,1,1),(up,2,1),(down,4,1),;72.0;105.29868602752686
OOGOXRGWWGGYBXYBOYRGGRXGROBRBWRXBRRBOYYWXYWGYBBWWXWOYO;(up,2,1),(up,4,-1),(down,4,1),(down,2,-1),(down,3,-1),;58.0;83.85655736923218
YYGYXWGWWOOYOXBYBBRGGYXGYYRRRWRXBWBBOGGWXGWWORRBRXOBOO;(down,2,1),(up,2,1),(up,3,-1),(down,3,-1),;44.0;63.46913409233093
OOGOXGYRRGGRYXBYBBGWWYXWYRRGYWGXOWOOOYYBXRBBORGBRXWBWW;(down,3,1),(down,2,-1),(up,2,-1),(up,3,-1),(up,1,-1),;58.0;84.72012066841125
YOORXYROGOGGOXBYBBYYRYXWYWWWRGBXGBYWWWGWXGOOORRRRXGBBB;(up,4,1),(up,3,-1),(down,1,1),(up,1,-1),(down,2,1),(up,1,-1),;72.0;103.04711151123047
GGGRXGRWGYGGOXGOORYBRYXOBRRWWWWXYWYOOOORXBBWBYBBYXBYRW;(up,4,1),(down,3,1),(down,4,-1),(up,1,1),(up,3,1),(up,4,-1),;72.0;101.29181122779846
YYGYXGGGGOOYOXRBRRRRRBXOBWWWWWWXGBBOOBGYXGBBYYRRYXOOWW;(up,4,1),(up,3,1),(down,3,1),(down,2,-1),(down,4,1),(down,2,-1),;72.0;99.71630787849426
YYGYXGYOGORROXBYRBGYRYXBYRWWWWOXBBBBOGGWXGWWORGRWXRBOO;(up,3,-1),(up,1,-1),(down,2,1),(up,4,1),(down,3,-1),;58.0;84.213387966156
OOWGXOGGGGWYGXBYRBRRRYXOYYWWBOWXOBBOGYYGXYBBORRRWXRBWW;(down,2,-1),(down,1,-1),(up,3,-1),(up,4,1),(down,3,1),;58.0;84.87471437454224
OYGYXRYGRGRRYXWYYYGOWRXWRGWGGWBXWBBWOBYOXOOOOBWRGXRBBB;(up,4,1),(up,1,-1),(up,2,-1),(down,4,-1),(down,2,-1),(down,4,1),;72.0;99.17857694625854
GOGYXGYRRYRROXRYYYGWWGXWRRRGYWGXOWOOOWOBXGBBOBBBBXYBWW;(up,2,-1),(up,1,-1),(down,3,1),(down,2,1),(down,1,-1),(down,2,-1),(down,1,1),;86.0;112.76014447212219
GWWBXWYYWYYRYXOYRBGGGGXGYYWROORXBBBWGGOWXOOOORRRWXRBBB;(up,1,-1),(up,3,-1),(down,1,1),(up,2,1),(up,4,1),(down,1,1),;72.0;101.22026824951172
GGGGXRGRRYYYOXRORRRWWBXOBGWGGWWXBBOOOOOYXBBBBYWRYXYYWW;(up,4,1),(up,3,1),(down,3,1),(down,4,-1),(up,2,-1),;58.0;81.92931652069092
OOGRXGRBGGGGBXOOYRYRRGXRBBRWWWWXOWOOOYYBXWBYBYYBGXWYRW;(up,1,1),(down,4,-1),(up,3,1),(down,3,1),(down,2,-1),;58.0;83.05295944213867
OWWRXWRRGGGGOXOOYYYYRGXWRWWWOOBXYBBWGGYOXBOBBBRRGXRYYB;(up,4,1),(down,4,-1),(up,1,1),(down,1,-1),(down,2,-1),;58.0;83.68775248527527
YYOOXOGGGOBYWXYOWBRRROXBYYBWGGRXGRRWWGGWXOOBBRRWBXWYYB;(up,3,-1),(up,4,-1),(down,2,1),(down,4,-1),(down,1,1),;58.0;84.78946352005005
